composition,gfa
Nb7.7Fe78.1B14.2,True
Nb7.8Fe78.4B13.8,True
Nb76.5Si8.5Ge15,True
Nb77Si10Ge13,True
Nb77Si23,True
Nb7Co40B3,True
Nb7Co42B,True
Nb7Fe77B16,True
Nb7Fe78.7B14.3,True
Nb7Fe79.9B13.1,True
Nb7Fe83B10,True
Nb7Fe85B8,True
Nb7Si2Mo,True
Nb7Si2W,True
Nb7VSi2,True
Nb8.3Fe77.5B14.2,True
Nb8.3Fe78.5B13.2,True
Nb8.7Fe76B15.3,True
Nb8.9Fe79.6B11.5,True
Nb80Si17Ge3,True
Nb80Si19C,True
Nb80Si19Ge,True
Nb8Fe75B17,True
Nb8Fe79B13,True
Nb8Ni75B17,True
Nb9.1Fe79.9B11,True
Nb9.3Fe77.5B13.2,True
Nb9.6Fe77.5B12.9,True
Nb9.6Fe77B13.4,True
Nb9.8Fe75.2B15,True
Nb9Si4Mo7,False
NbFe17B2,True
NbNi,True
Nd(Al10Ni)9,False
Nd(Al11Ni)2,True
Nd(Al28Ni5)3,True
Nd(Al5Ni)4,True
Nd(Al6Ni)7,True
Nd(Al7Ni)3,True
Nd(Al8Ni)11,True
Nd(AlCu11)2,False
Nd(AlCu7)3,False
Nd(Mg2Cu)3,True
Nd(Mg2Ni)3,True
Nd(MgCu)2,True
Nd(MgCu2)3,False
Nd(MgNi)2,True
Nd10Al79Ni11,True
Nd10Fe82.5B7.5,True
Nd11.8Fe82.1B6.1,True
Nd11Al5Ni4,True
Nd11Fe89,True
Nd12.375Fe70.125B17.5,True
Nd12Fe69.5B18.5,True
Nd13Fe79B8,True
Nd14Fe78.2B7.8,True
Nd14Fe81B5,False
Nd14Fe82.2B4.8,True
Nd15Fe77.5B7.5,True
Nd15Fe77B8,True
Nd15Fe82B3,True
Nd16.5Fe66B17.5,True
Nd16.8Fe67.2B16,True
Nd2(Al15Ni)3,True
Nd2(Al5Ni)3,True
Nd2(Mg5Cu)3,True
Nd2(Mg5Ni)3,True
Nd2.5Mg97.5,False
Nd20.625Fe61.875B17.5,True
Nd20Fe61.5B18.5,True
Nd21Fe21B8,True
Nd21Fe79,True
Nd27.7Fe56.3B16,True
Nd2Al17Ni,True
Nd2Al20Ni3,True
Nd2Al21Ni2,True
Nd2Al22Ni,True
Nd2Al23,True
Nd2Al2Cu21,True
Nd2Al3Cu20,True
Nd2Al41Ni7,True
Nd2Al43Ni5,True
Nd2Al47Ni,False
Nd2Al5Cu43,False
Nd2Al7Cu41,False
Nd2Al7Ni,False
Nd2Al85Ni13,True
Nd2AlCu22,False
Nd2Cu3,False
Nd2Fe3,True
Nd2Fe7B,True
Nd2Mg11Cu7,True
Nd2Mg11Ni7,True
Nd2Mg13Cu5,True
Nd2Mg13Ni5,True
Nd2Mg17Cu,True
Nd2Mg17Ni,True
Nd2Mg2Cu,False
Nd2Mg3Cu5,True
Nd2Mg3Ni5,False
Nd2Mg5Cu3,True
Nd2Mg5Ni3,True
Nd2Mg7Cu,True
Nd2Mg7Ni,True
Nd2MgCu2,False
Nd2MgCu7,False
Nd2MgNi2,True
Nd2Ni3,False
Nd3(Al10Ni)2,True
Nd30Fe51.5B18.5,True
Nd33.6Fe50.4B16,True
Nd33Fe67,True
Nd3Al13Ni4,True
Nd3Al14Ni3,True
Nd3Al15Ni2,True
Nd3Al16Ni,False
Nd3Al21Ni,True
Nd3Al22,True
Nd3Al2Cu45,False
Nd3Al3Cu44,False
Nd3Al41Ni6,True
Nd3Al42Ni5,True
Nd3Al43Ni4,True
Nd3Al44Ni3,True
Nd3Al45Ni2,True
Nd3Al46Ni,False
Nd3Al47,False
Nd3Al4Cu43,False
Nd3Al5Cu42,False
Nd3Al6Cu41,False
Nd3Al7Cu40,False
Nd3Al90Ni7,True
Nd3AlCu46,False
Nd3Cu7,False
Nd3Fe14B3,True
Nd3Fe17,True
Nd3Fe2,True
Nd3Fe41B6,True
Nd3Fe7,True
Nd3Fe78.5B18.5,True
Nd3Fe82B15,True
Nd3Mg10Cu7,True
Nd3Mg10Ni7,True
Nd3Mg11Cu6,True
Nd3Mg11Ni6,True
Nd3Mg12Cu5,True
Nd3Mg12Ni5,True
Nd3Mg13Cu4,True
Nd3Mg13Ni4,True
Nd3Mg14Cu3,True
Nd3Mg14Ni3,True
Nd3Mg15Cu2,True
Nd3Mg15Ni2,True
Nd3Mg16Cu,False
Nd3Mg16Ni,False
Nd3Mg17,False
Nd3Mg2Cu5,True
Nd3Mg2Ni5,True
Nd3Mg3Cu4,True
Nd3Mg4Cu3,True
Nd3Mg4Ni3,True
Nd3Mg5Cu2,True
Nd3Mg5Ni2,True
Nd3Mg6Ni,True
Nd3Mg9Ni8,True
Nd3MgCu6,True
Nd3MgNi,True
Nd3MgNi6,False
Nd3Ni2,True
Nd3Ni7,False
Nd4(MgNi)3,True
Nd4.125Fe78.375B17.5,True
Nd4.5Fe77B18.5,True
Nd4Al13Ni3,False
Nd4Al15Ni,False
Nd4Al3Cu43,True
Nd4Al41Ni5,True
Nd4Al43Ni3,True
Nd4Al45Ni,True
Nd4Al5Cu41,True
Nd4Al7Cu39,False
Nd4AlCu45,False
Nd4Fe19B2,True
Nd4Fe77B19,True
Nd4Mg11Cu5,True
Nd4Mg11Ni5,True
Nd4Mg13Cu3,True
Nd4Mg13Ni3,True
Nd4Mg15Ni,True
Nd4Mg5Ni,False
Nd4Mg9Cu7,True
Nd4Mg9Ni7,True
Nd4MgNi5,True
Nd4Ni,False
Nd5(Al14Ni)3,True
Nd5(Al2Cu13)3,False
Nd5(AlCu14)3,True
Nd5(Mg3Cu2)3,True
Nd5(Mg3Ni2)3,True
Nd5(Mg4Cu)3,False
Nd5(Mg4Ni)3,True
Nd50.4Fe33.6B16,True
Nd50Fe31.5B18.5,True
Nd5Al2Cu43,False
Nd5Al37Ni8,True
Nd5Al41Ni4,True
Nd5Al43Ni2,True
Nd5Al44Ni,True
Nd5Al4Cu41,False
Nd5Al7Cu38,False
Nd5Al87Ni8,True
Nd5AlCu44,False
Nd5Mg11Cu4,True
Nd5Mg11Ni4,True
Nd5Mg13Cu2,False
Nd5Mg13Ni2,True
Nd5Mg2Ni3,True
Nd5Mg3Ni2,True
Nd5Mg4Ni,False
Nd5Mg7Ni8,True
Nd5Mg83Ni12,True
Nd5Mg88Ni7,True
Nd5Mg8Ni7,True
Nd5MgNi4,True
Nd6Fe41B3,True
Nd6Fe75.5B18.5,True
Nd6Mg11Ni3,True
Nd6Mg3Ni,False
Nd6Mg9Cu5,True
Nd6Mg9Ni5,True
Nd6MgNi3,True
Nd7(Al29Ni2)3,True
Nd7.5Mg90Ni2.5,True
Nd7.5Mg92.5,False
Nd7Al43,True
Nd7Al83Ni10,True
Nd7Al85Ni8,True
Nd7Fe13,True
Nd7Mg10Ni3,True
Nd7Mg11Ni2,True
Nd7Mg2Ni,False
Nd7Mg6Cu7,True
Nd7Mg8Ni5,True
Nd7Mg9Cu4,True
Nd7Mg9Ni4,True
Nd7MgNi2,False
Nd7Ni3,True
Nd8(Fe13B)3,False
Nd8.25Fe74.25B17.5,True
Nd9.2Fe74.8B16,True
Nd9Al81Ni10,True
Nd9Al83Ni8,True
Nd9Al85Ni6,True
Nd9Fe41,True
Nd9Fe82B9,True
NdAl15Ni4,False
NdAl16Ni3,True
NdAl17Ni2,True
NdAl18Ni,True
NdAl23Ni,False
NdAl24,False
NdAl40Ni9,True
NdAl41Ni8,True
NdAl43Ni6,True
NdAl44Ni5,True
NdAl45Ni4,True
NdAl46Ni3,False
NdAl47Ni2,False
NdAl48Ni,False
NdAl49,False
NdAl5Cu44,False
NdAl7Ni2,True
NdAl86Ni13,True
NdAl8Ni,True
NdAl9,True
NdAlCu23,False
NdAlCu8,False
NdCu4,False
NdFe,True
NdFe3,True
NdFe4,True
NdFe9,True
NdMg11Cu8,True
NdMg13Cu6,True
NdMg13Ni6,True
NdMg14Cu5,True
NdMg15Cu4,True
NdMg15Ni4,True
NdMg16Cu3,True
NdMg17Cu2,True
NdMg17Ni2,True
NdMg18Cu,False
NdMg18Ni,False
NdMg19,False
NdMg2Cu,True
NdMg2Ni,True
NdMg3Cu,True
NdMg3Ni,True
NdMg4Cu5,True
NdMg5Cu4,True
NdMg5Ni4,False
NdMg7Cu2,True
NdMg7Ni2,True
NdMg8Cu,True
NdMg8Ni,True
NdMg9,False
NdMgCu3,True
NdNi,False
Ni,False
Ni10P19Pd71,True
Ni11P2Pd7,True
Ni12P5Pt3,False
Ni12P5Pt8,True
Ni13(B5C)2,True
Ni13B12,False
Ni14B10C,False
Ni14B7C4,True
Ni14P5Pd6,True
Ni14P5Pt6,True
Ni15(Mo3C2)2,True
Ni15B2C3,False
Ni15BC4,False
Ni15Mo7C3,False
Ni15MoP4,True
Ni16(Mo2C)3,True
Ni16B5C4,True
Ni16B7C2,True
Ni16BC3,False
Ni16BP3,True
Ni16Mo5C4,True
Ni16Mo7C2,False
Ni16P5Pd4,True
Ni16P5Pt4,True
Ni17(B3C)2,True
Ni17(MoC)4,False
Ni17(P3Pd8)3,True
Ni17B23C10,True
Ni17B2C,False
Ni17B5C3,True
Ni17B7C,True
Ni17C3,False
Ni17Mo5C3,True
Ni18B5C2,False
Ni18B6C,False
Ni18B7,True
Ni18BC,False
Ni18Mo4C3,False
Ni18Mo5C2,False
Ni18P5Pd2,True
Ni18P5Pt2,False
Ni19(B2C)2,True
Ni19(MoC)3,False
Ni19B,False
Ni19B25C6,True
Ni19B29C2,False
Ni19B6,False
Ni19C,False
Ni20B4C,True
Ni20P19Pd61,True
Ni21B21C8,True
Ni21B23C6,True
Ni21B25C4,False
Ni21B4,False
Ni22(B3C)7,True
Ni22.5P25Pt52.5,True
Ni23(B7C2)3,True
Ni23B23C4,False
Ni23B25C2,False
Ni23B27,False
Ni24B19C7,True
Ni24B21C5,True
Ni25B19C6,True
Ni25B21C4,True
Ni25B23C2,False
Ni26B17C7,True
Ni26B19C5,True
Ni27B17C6,True
Ni27B20C3,False
Ni27B23,False
Ni27Mo14C9,False
Ni28B17C5,True
Ni28B19C3,True
Ni28B21C,True
Ni29(B5C2)3,True
Ni29(Mo2C)7,False
Ni29(Mo4C3)3,False
Ni29B20C,True
Ni29B21,True
Ni29B55C16,True
Ni29Mo16C5,False
Ni2P5Pd18,True
Ni2PPd2,True
Ni2PPt2,True
Ni30B11C9,True
Ni30B13C7,True
Ni30B17C3,True
Ni31B13C6,True
Ni31B14C5,True
Ni31B19,True
Ni31Mo10C9,False
Ni31Mo12C7,True
Ni31Mo69,True
Ni32B11C7,True
Ni33B11C6,True
Ni33B14C3,True
Ni33B17,True
Ni33B55C12,True
Ni33B7C10,False
Ni33B9C8,True
Ni33Mo10C7,True
Ni33Mo12C5,False
Ni33Mo8C9,False
Ni34B11C5,True
Ni34B13C3,True
Ni35(B3C2)3,True
Ni35(Mo2C3)3,False
Ni35B11C4,False
Ni35B13C2,False
Ni35B14C,True
Ni35B7C8,False
Ni36.5P27Pd36.5,True
Ni36B13C,False
Ni37.5P25Pd37.5,True
Ni37.5P25Pt37.5,True
Ni37B10C3,False
Ni37B13,False
Ni37B55C8,True
Ni37B59C4,True
Ni37B6P7,True
Ni37B8C5,True
Ni37P26Pd37,True
Ni38(B3C)3,False
Ni38.5P23Pd38.5,True
Ni38B11C,False
Ni38B5P7,True
Ni39B10C,True
Ni39B11,False
Ni39B8C3,True
Ni3B2,True
Ni3B5C2,True
Ni3P5Pt12,True
Ni3PPd,True
Ni40B3P7,True
Ni40B9P,True
Ni40P9W,True
Ni41(B2C)3,False
Ni41.5P17Pd41.5,True
Ni41B5C4,False
Ni41B8C,True
Ni41B9,True
Ni41P18Pd41,True
Ni41P9,True
Ni42.5P15Pd42.5,True
Ni42B7C,False
Ni43P14Pd43,True
Ni47Mo53,True
Ni4B,False
Ni4C,False
Ni4P,True
Ni4P5Pt16,True
Ni5(PPd4)19,True
Ni52.5P25Pt22.5,True
Ni53.5B44C2.5,False
Ni53B41C6,False
Ni55B42.5C2.5,False
Ni59Mo41,True
Ni63P20Pd17,True
Ni66.5B17Mo16.5,True
Ni66.5B17W16.5,True
Ni67B17C16,False
Ni68.5B17Mo14.5,True
Ni68.5B17W14.5,True
Ni68Mo13P19,True
Ni69Mo12P19,True
Ni6P5Pd14,True
Ni6P5Pt14,True
Ni6P5Pt9,True
Ni70.5B17Mo12.5,True
Ni70.5B17W12.5,True
Ni71B15P14,True
Ni72Mo9P19,True
Ni73(B5C4)3,False
Ni73B22C5,False
Ni73Mo7P20,True
Ni75B13C12,False
Ni75B17C8,False
Ni75B17W8,True
Ni75P18W7,True
Ni77B13C10,False
Ni77P18W5,True
Ni78.5B11.5C10,False
Ni7B3,True
Ni7BC2,False
Ni7Mo2C,True
Ni81.5B1.8P16.7,True
Ni81.5B11.1P7.4,True
Ni81.5B12P6.5,True
Ni81.5B14.8P3.7,True
Ni81.5B15P3.5,True
Ni81.5B16.7P1.8,True
Ni81.5B17P1.5,True
Ni81.5B18.5,True
Ni81.5B2P16.5,True
Ni81.5B5.5P13,True
Ni81.5P18.5,True
Ni81B14C5,True
Ni81P19,True
Ni8BC,False
Ni8BP,True
Ni8P5Pd12,True
Ni8P5Pt12,False
Ni9C,False
Ni9P2Pd9,True
Ni9P5Pt6,True
NiPd,True
NiPd4,True
P19Ir40Pd41,True
P19Pd81,True
Pr0.3Zr10Fe89.7,True
Pr36B5Au9,True
Pr3Zr5Fe42,True
Pr67.5B10Au22.5,True
PrZr5Fe44,False
Sb19.3Pb27.5Au53.2,True
Sb22.5Pb22.5Au55,True
Sc3Fe,True
ScFe9,True
Si(BMo2)3,False
Si(Ni3B)6,True
Si(Ni5B)4,False
Si(Ni7B)3,False
Si10B17Mo73,True
Si10Ge7Pd83,True
Si10Ni73B17,True
Si11Ni78B11,True
Si11Pd39,True
Si12.5B17.5Mo70,True
Si12.5B20Mo67.5,True
Si12.5Ni75B12.5,True
Si12Ni67B21,True
Si13(GePd28)3,True
Si14Ni67B19,False
Si14Ni69B17,True
Si15(Ni4B)17,True
Si15Ni67.5C17.5,True
Si15Ni72B13,True
Si15Pd81Au4,True
Si16(Pd25Au3)3,True
Si16.5Ag1.7Pd81.8,True
Si16.5Ag10Pd73.5,True
Si16.5Ag12.5Pd71,True
Si16.5Ag15Pd68.5,True
Si16.5Ag20.9Pd62.6,False
Si16.5Ag4.2Pd79.3,True
Si16.5Ag4.5Pd79,True
Si16.5Ag4Pd79.5,True
Si16.5Ag5.5Pd78,True
Si16.5Ag6.7Pd76.8,True
Si16.5Ag6Pd77.5,True
Si16.5Ag8.5Pd75,True
Si16.5Ni1.7Pd81.8,True
Si16.5Ni10Pd73.5,True
Si16.5Ni11.7Pd71.8,True
Si16.5Ni12.5Pd71,True
Si16.5Ni15Pd68.5,True
Si16.5Ni19.2Pd64.3,True
Si16.5Ni20.9Pd62.6,True
Si16.5Ni26.7Pd56.8,True
Si16.5Ni29.2Pd54.3,True
Si16.5Ni35Pd48.5,True
Si16.5Ni4.2Pd79.3,True
Si16.5Ni40Pd43.5,True
Si16.5Ni43.4Pd40.1,True
Si16.5Ni50.1Pd33.4,True
Si16.5Ni58.5Pd25,False
Si16.5Ni6.7Pd76.8,True
Si16.5Pd62.6Au20.9,False
Si16.5Pd68.5Au15,True
Si16.5Pd71Au12.5,True
Si16.5Pd73.5Au10,True
Si16.5Pd76.5Au7,True
Si16.5Pd76.8Au6.7,True
Si16.5Pd76.8Rh6.7,False
Si16.5Pd76Au7.5,True
Si16.5Pd77.5Au6,True
Si16.5Pd78.5Au5,True
Si16.5Pd79.3Au4.2,True
Si16.5Pd79.3Rh4.2,True
Si16.5Pd79.5Au4,True
Si16.5Pd80.5Au3,True
Si16.5Pd80Au3.5,True
Si16.5Pd81.5Au2,True
Si16.5Pd81.8Au1.7,True
Si16.5Pd81.8Rh1.7,True
Si16.5Pd83.5,True
Si16Ag5Pd79,True
Si16Ni76.5B7.5,False
Si16Pd80.5Au3.5,True
Si17.5Ni67.5C15,True
Si17.6Pd82.4,True
Si17B12Mo71,True
Si17Pd71Au12,True
Si17Pd79Au4,True
Si18Ag5Pd77,True
Si18Ni16.4Pd65.6,True
Si18Ni32.8Pd49.2,True
Si18Ni49.2Pd32.8,True
Si18Ni69B13,False
Si18Ni8.2Pd73.8,True
Si18Pd75Au7,True
Si18Pd77Au5,True
Si18Pd79Au3,True
Si18Pd81Au,True
Si2(BMo5)3,True
Si2(Ni11B5)3,False
Si2(Ni5B)3,True
Si2(Ni5C)3,False
Si2.5B20Mo77.5,False
Si2.5Ni72.5B25,False
Si2.5Ni75.5B22,False
Si2.5Ni77.5B20,False
Si20Ag4.5Pd75.5,True
Si20Ni67.5C12.5,True
Si20Pd73Au7,True
Si21Pd75Au4,True
Si21Pd79,True
Si22.5B7.5Mo70,True
Si22.5Ni65C12.5,True
Si22.5Ni67.5C10,False
Si2B5Mo13,True
Si2BMo17,False
Si2BMo7,True
Si2BW7,True
Si2Ni16B7,False
Si2Ni17B6,True
Si2Ni17C,False
Si2Ni18B5,True
Si2Ni20B3,False
Si2Ni7C,False
Si3(Ni10B)2,False
Si3(Ni8B3)2,False
Si3(Ni9B2)2,True
Si3B2Mo15,True
Si3B3Mo14,True
Si3B4Mo13,False
Si3B5Mo12,False
Si3BMo16,False
Si3GePd21,True
Si3Ni13B4,True
Si3Ni14C3,False
Si3Ni15B2,True
Si3Ni15B7,False
Si3Ni15C2,False
Si3Ni16C,False
Si3Ni17,False
Si3Ni17B5,True
Si3Ni19B3,True
Si3Ni33B14,True
Si3Ni36B11,True
Si3Ni38B9,True
Si3Ni40B7,False
Si3Ni69B28,True
Si3Ni70B27,True
Si3Ni80B17,True
Si3Pd17,True
Si4(Ni6B)3,True
Si4B11Mo35,True
Si4B3Mo13,False
Si4BMo15,False
Si4BPd20,True
Si4Ni15C,False
Si4Ni17B4,False
Si4Ni39B7,True
Si4Pd21,True
Si5(B2Mo13)3,True
Si5(Ni11B4)3,True
Si5(Ni13B2)3,True
Si5B11Mo34,True
Si5B2Mo13,False
Si5BMo14,False
Si5Ni13C2,False
Si5Ni14C,False
Si5Ni38B7,True
Si5Pd17Au3,True
Si5Pd19Au,True
Si7(Ni24B7)3,True
Si7.5B20Mo72.5,True
Si7.5Ni70B22.5,True
Si7.5Ni75B17.5,True
Si7GePd42,True
Si7Ni36B7,True
Si7Ni38B5,True
Si7Ni76B17,True
Si8(Ni5B)7,True
Si8(Pd13Au)3,True
Si8.5Ni66B25.5,True
Si8B17Mo75,True
Si8Ni75B17,True
Si9(Ge2Au11)7,True
Si9.45Ge13.66Au76.89,True
Si9Ni36B5,False
Si9Ni38B3,False
Si9Pd36Au5,True
Si9Pd37Au4,True
Si9Pd38Au3,True
Si9Pd39Au2,True
Si9Pd40Au,True
Si9Pd41,True
Si9Pd8Au33,True
SiB2Mo17,False
SiB2Mo7,True
SiB3Mo16,False
SiB4Mo15,True
SiB5Mo14,False
SiBMo18,False
SiBMo3,False
SiBMo8,False
SiNi15B4,True
SiNi15C4,False
SiNi16C3,False
SiNi17B7,True
SiNi17C2,False
SiNi18C,False
SiNi19,False
SiNi19B5,True
SiNi36B13,True
SiNi4,False
SiNi7C2,False
SiNi8B,True
SiNi8C,False
SiNi9,False
SiNiPd3,True
SiPd4,True
Sm1.3Fe79B19.7,True
Sm10Al89Ni,True
Sm11Al5Ni4,True
Sm2(Al5Ni)3,True
Sm2Al17Ni,True
Sm2Al23,True
Sm2Al7Ni,True
Sm3Al14Ni3,True
Sm3Al15Ni2,True
Sm3Al16Ni,True
Sm3Al22,True
Sm3Al47,False
Sm4Al13Ni3,True
Sm4Al15Ni,False
Sm4Al21,True
Sm5Al87Ni8,True
Sm5Fe77B18,True
Sm6Al39Ni5,True
Sm7(Al29Ni2)3,True
Sm7Al43,True
Sm7Al83Ni10,True
Sm7Al85Ni8,True
Sm9Al41,False
Sm9Al81Ni10,True
Sm9Al83Ni8,True
Sm9Al85Ni6,True
SmAl15Ni4,False
SmAl16Ni3,True
SmAl17Ni2,True
SmAl18Ni,True
SmAl7Ni2,True
SmAl8Ni,True
SmAl9,True
Sr1.5La61.5Cu37,True
Sr10La53Cu37,True
Sr10La61.5Cu28.5,True
Sr11La52Cu37,True
Sr11La60Cu29,True
Sr12.5La50.5Cu37,True
Sr12.5La57.5Cu30,True
Sr13.5La56Cu30.5,True
Sr14.5La53.5Cu32,True
Sr14La49Cu37,True
Sr14La55Cu31,True
Sr15.5La51.5Cu33,True
Sr15La48Cu37,True
Sr15La52.5Cu32.5,True
Sr16La47Cu37,True
Sr17La47Cu36,True
Sr17La48Cu35,True
Sr2.5La60.5Cu37,True
Sr2La71Cu27,True
Sr3.5La59.5Cu37,True
Sr3La70Cu27,True
Sr4(La23Cu9)3,True
Sr4La59Cu37,True
Sr5La58Cu37,True
Sr5La67.5Cu27.5,True
Sr6.5La66Cu27.5,True
Sr6La29Cu15,True
Sr6La57Cu37,True
Sr7.5La64.5Cu28,True
Sr7La56Cu37,True
Sr8.5La63.5Cu28,True
Sr8La25Cu17,True
Sr8La55Cu37,True
Sr9La54Cu37,True
Sr9La62.5Cu28.5,True
SrLa62Cu37,True
Ta(NbNi2)3,True
Ta10Ni31P9,True
Ta10Ni73B17,True
Ta12Ni71B17,True
Ta13Ni70B17,True
Ta2(Ti5Si)3,True
Ta2Ni17P,True
Ta2Ni3,True
Ta3Nb13Si4,False
Ta3Nb5Ni12,True
Ta3NbNi6,True
Ta3Ni7,True
Ta40Ni59Ir,True
Ta40Ni59Pd,True
Ta40Ni59Ru,True
Ta4Ni15P,True
Ta4Ti13Si3,True
Ta5(NbNi4)3,True
Ta5(Ni4P)9,True
Ta5CoNi4,True
Ta6Ni13P,True
Ta6Ti11Si3,True
Ta7Fe83B10,True
Ta7Ni13,True
Ta8(Ti3Si)3,True
TaNb15Si4,True
TaNb7Ni12,True
TaNb7Si2,True
TaNbNi3,True
TaNi,True
TaNi4,True
TaNi9,True
Tb1.3Fe79B19.7,True
Tb15Fe76.5Co8.5,True
Tb28.3Al15Fe56.7,False
Tb28.3Fe56.7Si15,True
Tb30(Fe9Co)7,True
Tb30.8Al7.5Fe61.7,True
Tb30.8Fe61.7Si7.5,True
Tb32.5Al2.5Fe65,True
Tb32.5Fe65Si2.5,True
Tb33.3Fe66.7,False
Tb3Al,True
Tb5Fe77B18,True
Tb67.5Al22.5B10,True
Ti,False
Ti(Al2Ni)3,True
Ti(AlCu)2,False
Ti(Co3B)6,True
Ti(CuNi)2,False
Ti(CuNi2)3,False
Ti0.8Fe83.2B16,True
Ti1.1Al98.9,False
Ti10Al3Cu7,True
Ti10Al9Cu,False
Ti10Be7Si3,False
Ti10Be9Si,False
Ti10Co76.5B13.5,True
Ti10Cu3Ni7,False
Ti10CuNi9,False
Ti10FeCu9,True
Ti10Nb7Si3,True
Ti10Si3Ni7,True
Ti10SiNi9,False
Ti10V7Si3,False
Ti11(AlCu2)3,True
Ti11(Be2Si)3,False
Ti11(Nb2Si)3,True
Ti11(SiNi2)3,True
Ti11(V2Si)3,True
Ti11Al2Cu7,True
Ti11Al72Ni17,True
Ti11Al9,False
Ti11Be7Si2,False
Ti11Be8Si,False
Ti11Be9,False
Ti11Cu9,True
Ti11Ni9,True
Ti11Si2Ni7,True
Ti11Si4Ni5,False
Ti11SiNi8,True
Ti12Al3Cu5,True
Ti12Al3Ni5,True
Ti12Al5Cu8,True
Ti12Al5Ni8,True
Ti12Al7Cu,False
Ti12Be5Si3,False
Ti12Be7Si,True
Ti12FeCu7,True
Ti12Nb5Si3,True
Ti12Si3Ni5,True
Ti12Si5Ni8,True
Ti12SiNi7,True
Ti12V5Si3,True
Ti13(Al15Ni14)3,True
Ti13Al2Cu5,True
Ti13Al2Ni5,True
Ti13Al7,False
Ti13Al70Ni17,True
Ti13Al87,False
Ti13Be4Si3,False
Ti13Be5Si2,False
Ti13Be6Si,True
Ti13Be7,False
Ti13Cu7,True
Ti13Nb4Si3,True
Ti13Ni67P20,True
Ti13Ni7,True
Ti13Si2Ni5,True
Ti13Si3Ni4,True
Ti13Si4Ni3,False
Ti13SiNi6,True
Ti13V4Si3,True
Ti14(BeSi)3,False
Ti14(NbSi)3,True
Ti14(SiNi)3,True
Ti14(VSi)3,True
Ti14Al5Cu,False
Ti14Be5Si,True
Ti14Si4Ni7,True
Ti14SiNi5,True
Ti15(Nb4Si)17,True
Ti15(Nb4Si)7,True
Ti15Al13Ni22,True
Ti15Al19Ni16,True
Ti15Be2Si3,False
Ti15Be3Si2,False
Ti15Be4Si,False
Ti15Co72.25B12.75,True
Ti15Cu3Ni2,False
Ti15CuNi4,True
Ti15Nb26Si9,True
Ti15Nb27Si8,True
Ti15Nb2Si3,True
Ti15Si2Ni3,True
Ti15Si3Ni2,True
Ti15Si4Ni,False
Ti15SiNi4,True
Ti15V2Si3,True
Ti15VSi4,True
Ti16Al19Ni15,True
Ti16Al47Ni37,True
Ti16Al9,False
Ti16Cu3Ni,False
Ti16CuNi3,False
Ti16NbSi3,True
Ti16P19Pd65,True
Ti16Si3Ni,True
Ti16Si5Ni4,True
Ti16SiNi3,False
Ti16SiNi8,True
Ti16VSi3,True
Ti17(Al9Ni2)3,True
Ti17Al33,True
Ti17Al35Ni48,True
Ti17Cu33,False
Ti17CuNi2,False
Ti17Ni3,False
Ti17Si2Ni,False
Ti17Si3,True
Ti17SiNi2,False
Ti17VSi2,False
Ti18CuNi,False
Ti18Fe3Si4,True
Ti18Ni7,True
Ti19Al29Ni52,True
Ti19Al31,True
Ti19Al31Ni50,False
Ti19Si,False
Ti2(Co13B3)3,True
Ti2(Nb5Si)3,True
Ti2.1Ni78.8B19.1,True
Ti2.9Al97.1,False
Ti20(Al3Ni7)3,True
Ti20P19Pd61,True
Ti21Al15Ni14,True
Ti21Al22Ni7,True
Ti21Nb22Cu57,True
Ti22(Al3Ni)7,True
Ti22Al43Ni35,True
Ti22Al53Ni25,True
Ti23(Al9Ni2)7,True
Ti23Al40Ni37,True
Ti23Al67Ni10,True
Ti23Nb20Cu57,True
Ti26(Nb5Si3)3,True
Ti26Al57Ni17,True
Ti27Al23,True
Ti27Al5Ni18,True
Ti27Cu73,True
Ti27Nb15Si8,True
Ti28(Nb5Cu19)3,True
Ti28.8Nb33Cu38.2,True
Ti28Nb15Si7,True
Ti28Nb47Si25,False
Ti29(Nb5Si2)3,False
Ti29Be21,False
Ti2Al11Cu7,False
Ti2Al23,False
Ti2Al2Cu,False
Ti2Al3,False
Ti2Al3Cu5,True
Ti2Al5Cu3,False
Ti2Al7Cu,False
Ti2AlCu,False
Ti2AlCu7,False
Ti2AlNi,True
Ti2AlNi2,True
Ti2AlNi7,False
Ti2Co17B6,True
Ti2Co18B5,True
Ti2Co37B11,True
Ti2Cu2Ni,True
Ti2Cu3,True
Ti2Cu3Ni5,False
Ti2Cu5Ni3,False
Ti2Cu7Ni,False
Ti2CuNi,True
Ti2CuNi2,False
Ti2CuNi7,False
Ti2Ni3,True
Ti2P19Pd79,True
Ti2Si3Ni5,False
Ti2SiNi2,True
Ti3(Co8B3)2,True
Ti3.36Fe80.64B16,True
Ti3.5Al95.8Ni0.7,False
Ti3.8Ni78B18.2,True
Ti30.1Nb30Cu39.9,True
Ti31Be19,True
Ti31Ni15B4,True
Ti31Ni19,True
Ti32.3Nb25Cu42.7,True
Ti32Al59Ni9,True
Ti33Nb10Cu57,True
Ti34.4Nb20Cu45.6,True
Ti36.6Nb15Cu48.4,True
Ti37Al52Ni11,True
Ti37Nb50Si13,False
Ti37Ni63,True
Ti38.7Nb10Cu51.3,True
Ti38Nb5Cu57,True
Ti39Si11,True
Ti3Al,False
Ti3Al2,False
Ti3Al2Cu5,True
Ti3Al3Cu4,False
